laneInd;pointInd;x;y;z;isStopLine;arrayJunctionId;arrayTrafficLight;arrayTrafficSign
1;0;-151.4860997651444;175.49847112667592;0;0;-1;-1;-1
1;1;-151.41399837559152;176.49586842838346;0;0;-1;-1;-1
1;2;-151.34188552112056;177.49326490361912;0;0;-1;-1;-1
1;3;-151.26974973681337;178.49065972591092;0;0;-1;-1;-1
1;4;-151.19757955771993;179.48805206878453;0;0;-1;-1;-1
1;5;-151.12536255843176;180.48544103320108;0;0;-1;-1;-1
1;6;-151.05308283555323;181.48282545735296;0;0;-1;-1;-1
1;7;-150.98072369868592;182.48020411997277;0;0;-1;-1;-1
1;8;-150.90826845743155;183.47757579979333;0;0;-1;-1;-1
1;9;-150.8357004213918;184.47493927554723;0;0;-1;-1;-1
1;10;-150.7630029001683;185.4722933259673;0;0;-1;-1;-1
1;11;-150.6901593024547;186.46963673670658;0;0;-1;-1;-1
1;12;-150.61715772129963;187.46696862056265;0;0;-1;-1;-1
1;13;-150.54399286552834;188.4642885523637;0;0;-1;-1;-1
1;14;-150.47065994383235;189.4615961418475;0;0;-1;-1;-1
1;15;-150.39715416490324;190.45889099875174;0;0;-1;-1;-1
1;16;-150.32347073743256;191.45617273281414;0;0;-1;-1;-1
1;17;-150.24960487011188;192.45344095377237;0;0;-1;-1;-1
1;18;-150.17555243847178;193.45069532161057;0;0;-1;-1;-1
1;19;-150.10131949998683;194.44793626352276;0;0;-1;-1;-1
1;20;-150.0269200559045;195.44516480526687;0;0;-1;-1;-1
1;21;-149.9523683180131;196.44238198846492;0;0;-1;-1;-1
1;22;-149.877678498101;197.43958885473896;0;0;-1;-1;-1
1;23;-149.8028648079564;198.43678644571116;0;0;-1;-1;-1
1;24;-149.7279414593678;199.4339758030036;0;0;-1;-1;-1
1;25;-149.65292234010985;200.43115794494074;0;0;-1;-1;-1
1;26;-149.57781684555687;201.4283335668302;0;0;-1;-1;-1
1;27;-149.50263108621877;202.42550312778786;0;0;-1;-1;-1
1;28;-149.4273710975434;203.4226670815325;0;0;-1;-1;-1
1;29;-149.3520429149788;204.41982588178294;0;0;-1;-1;-1
1;30;-149.27665257397268;205.41697998225786;0;0;-1;-1;-1
1;31;-149.20120610997307;206.41412983667607;0;0;-1;-1;-1
1;32;-149.12570955842784;207.41127589875632;0;0;-1;-1;-1
1;33;-149.05016906686464;208.40841863127525;0;0;-1;-1;-1
1;34;-148.97459130944546;209.40555853957;0;0;-1;-1;-1
1;35;-148.89898311487363;210.40269614146715;0;0;-1;-1;-1
1;36;-148.8233513118728;211.399831954795;0;0;-1;-1;-1
1;37;-148.74770272916672;212.3969664973817;0;0;-1;-1;-1
1;38;-148.67204419547895;213.39410028705552;0;0;-1;-1;-1
1;39;-148.59638253953327;214.39123384164472;0;0;-1;-1;-1
1;40;-148.52072347485787;215.38836759424194;0;0;-1;-1;-1
1;41;-148.44506422946037;216.3855013331868;0;0;-1;-1;-1
1;42;-148.3693981306838;217.38263455043557;0;0;-1;-1;-1
1;43;-148.29371848528473;218.37976673638053;0;0;-1;-1;-1
1;44;-148.21801860001975;219.3768973814138;0;0;-1;-1;-1
1;45;-148.1422917816454;220.37402597592765;0;0;-1;-1;-1
1;46;-148.06653142390726;221.3711520169542;0;0;-1;-1;-1
1;47;-147.99073714725625;222.36827547681673;0;0;-1;-1;-1
1;48;-147.91491885219486;223.36539711252635;0;0;-1;-1;-1
1;49;-147.83908740132043;224.3625177545317;0;0;-1;-1;-1
1;50;-147.76325365723034;225.35963823328152;0;0;-1;-1;-1
1;51;-147.68742848252208;226.35675937922448;0;0;-1;-1;-1
1;52;-147.611622876032;227.35388203301173;0;0;-1;-1;-1
1;53;-147.53585726948396;228.3510077416816;0;0;-1;-1;-1
1;54;-147.46016748919652;229.34813920510578;0;0;-1;-1;-1
1;55;-147.384590780491;230.34527922941868;0;0;-1;-1;-1
1;56;-147.30916438868854;231.34243062075495;0;0;-1;-1;-1
1;57;-147.23392555911047;232.33959618524898;0;0;-1;-1;-1
1;58;-147.15891153707804;233.33677872903533;0;0;-1;-1;-1
1;59;-147.0841594262725;234.33398104494418;0;0;-1;-1;-1
1;60;-147.00970185691398;235.33120550561196;0;0;-1;-1;-1
1;61;-146.93556618356806;236.32845398813092;0;0;-1;-1;-1
1;62;-146.86177945735207;237.32572834109027;0;0;-1;-1;-1
1;63;-146.78836872938336;238.32303041307935;0;0;-1;-1;-1
1;64;-146.71536105077936;239.32036205268741;0;0;-1;-1;-1
1;65;-146.64278347265736;240.3177251085037;0;0;-1;-1;-1
1;66;-146.57066293604203;241.31512141824928;0;0;-1;-1;-1
1;67;-146.4990228928661;242.31255247520764;0;0;-1;-1;-1
1;68;-146.42788267340632;243.31001936577886;0;0;-1;-1;-1
1;69;-146.35726137023164;244.3075231528969;0;0;-1;-1;-1
1;70;-146.28717807591119;245.30506489949568;0;0;-1;-1;-1
1;71;-146.21765188301387;246.30264566850911;0;0;-1;-1;-1
1;72;-146.14870188410885;247.3002665228713;0;0;-1;-1;-1
1;73;-146.08034714146066;248.29792852289202;0;0;-1;-1;-1
1;74;-146.01260218573364;249.2956323364854;0;0;-1;-1;-1
1;75;-145.94547223819444;250.29337782545582;0;0;-1;-1;-1
1;76;-145.87896137598136;251.2911647525364;0;0;-1;-1;-1
1;77;-145.8130736762325;252.28899288046017;0;0;-1;-1;-1
1;78;-145.7478132160862;253.28686197196032;0;0;-1;-1;-1
1;79;-145.68318407268058;254.28477178976996;0;0;-1;-1;-1
1;80;-145.61919032315393;255.28272209662217;0;0;-1;-1;-1
1;81;-145.55583513875956;256.28071266150994;0;0;-1;-1;-1
1;82;-145.49311737910304;257.27874328322076;0;0;-1;-1;-1
1;83;-145.43103462238517;258.276813769397;0;0;-1;-1;-1
1;84;-145.3695844465971;259.2749239276822;0;0;-1;-1;-1
1;85;-145.3087644297299;260.27307356572027;0;0;-1;-1;-1
1;86;-145.2485721497747;261.2712624911549;0;0;-1;-1;-1
1;87;-145.1890051847227;262.2694905116298;0;0;-1;-1;-1
1;88;-145.1300633917909;263.2677574072073;0;0;-1;-1;-1
1;89;-145.0717620787956;264.2660627709785;0;0;-1;-1;-1
1;90;-145.0141229682631;265.26440611840854;0;0;-1;-1;-1
1;91;-144.95716780352072;266.26278696471104;0;0;-1;-1;-1
1;92;-144.9009183278958;267.2612048250994;0;0;-1;-1;-1
1;93;-144.84539628471558;268.2596592147871;0;0;-1;-1;-1
1;94;-144.79062341730742;269.25814964898774;0;0;-1;-1;-1
1;95;-144.73662477018897;270.25667616129084;0;0;-1;-1;-1
1;96;-144.68345660503374;271.25524368722176;0;0;-1;-1;-1
1;97;-144.63119237471383;272.25385986178827;0;0;-1;-1;-1
1;98;-144.57990571115232;273.2525323481138;0;0;-1;-1;-1
1;99;-144.5296702462723;274.25126880932186;0;0;-1;-1;-1
1;100;-144.48055961199688;275.2500769085359;0;0;-1;-1;-1
1;101;-144.43264744024916;276.24896430887964;0;0;-1;-1;-1
1;102;-144.38589976334507;277.2479317376832;0;0;-1;-1;-1
1;103;-144.33829303397943;278.24685167540594;0;0;-1;-1;-1
1;104;-144.2860513338558;279.2454836459342;0;0;-1;-1;-1
1;105;-144.22533882662043;280.2435833108796;0;0;-1;-1;-1
1;106;-144.1523196759196;281.24090633185335;0;0;-1;-1;-1
1;107;-144.06315804539963;282.23720837046693;0;0;-1;-1;-1
1;108;-143.95401809870668;283.2322450883317;0;0;-1;-1;-1
1;109;-143.82103123468545;284.22571843673865;0;0;-1;-1;-1
1;110;-143.65945124410644;285.2158917313497;0;0;-1;-1;-1
1;111;-143.46357932539843;286.1994667328191;0;0;-1;-1;-1
1;112;-143.2276688837268;287.173066855791;0;0;-1;-1;-1
1;113;-142.945973324257;288.13331551490916;0;0;-1;-1;-1
1;114;-142.6127486515785;289.0768269776515;0;0;-1;-1;-1
1;115;-142.22261962350296;289.9989178982669;0;0;-1;-1;-1
1;116;-141.7709583638472;290.89227500953757;0;0;-1;-1;-1
1;117;-141.25348013655875;291.7492709651653;0;0;-1;-1;-1
1;118;-140.66892534901763;292.5623261317829;0;0;-1;-1;-1
1;119;-140.01802906145912;293.32388707145316;0;0;-1;-1;-1
1;120;-139.30178955470595;294.02503995129314;0;0;-1;-1;-1
1;121;-138.52173600228073;294.6537026779413;0;0;-1;-1;-1
1;122;-137.67999898089704;295.1977367754691;0;0;-1;-1;-1
1;123;-136.78438665157688;295.6492510644115;0;0;-1;-1;-1
1;124;-135.84617264726222;296.00294804740844;0;0;-1;-1;-1
1;125;-134.87676361058246;296.256411140999;0;0;-1;-1;-1
1;126;-133.8878275462097;296.4161241192588;0;0;-1;-1;-1
1;127;-132.8905464455275;296.49066897784684;0;0;-1;-1;-1
1;128;-131.8904855288969;296.49241149999654;0;0;-1;-1;-1
1;129;-130.8898629339349;296.4359722608944;0;0;-1;-1;-1
1;130;-129.8908522218048;296.3360018650495;0;0;-1;-1;-1
1;131;-128.89559783410417;296.2070646865596;0;0;-1;-1;-1
1;132;-127.90490304116261;296.0597535516154;0;0;-1;-1;-1
1;133;-126.91769719499435;295.8991121395243;0;0;-1;-1;-1
1;134;-125.93277022757654;295.7297712715419;0;0;-1;-1;-1
1;135;-124.94891207088634;295.5563617689236;0;0;-1;-1;-1
1;136;-123.96491275048567;295.38351411727376;0;0;-1;-1;-1
1;137;-122.97983655378978;295.21487513443276;0;0;-1;-1;-1
1;138;-121.99362462907862;295.05094668842145;0;0;-1;-1;-1
1;139;-121.00639299488067;294.8916034574991;0;0;-1;-1;-1
1;140;-120.01825766972435;294.7367201199254;0;0;-1;-1;-1
1;141;-119.02933467213815;294.58617135395946;0;0;-1;-1;-1
1;142;-118.03974002065051;294.43983183786077;0;0;-1;-1;-1
1;143;-117.0495897337899;294.2975762498889;0;0;-1;-1;-1
1;144;-116.05898276326565;294.1592777954344;0;0;-1;-1;-1
1;145;-115.06794721297098;294.024803565713;0;0;-1;-1;-1
1;146;-114.07649280550967;293.89401906563273;0;0;-1;-1;-1
1;147;-113.08462926345202;293.76678980009865;0;0;-1;-1;-1
1;148;-112.09236630936827;293.6429812740158;0;0;-1;-1;-1
1;149;-111.09971366582872;293.5224589922894;0;0;-1;-1;-1
1;150;-110.10668105540363;293.40508845982447;0;0;-1;-1;-1
1;151;-109.11327934715673;293.29073306186064;0;0;-1;-1;-1
1;152;-108.1195310953228;293.17923457980453;0;0;-1;-1;-1
1;153;-107.12546567975323;293.07042217569386;0;0;-1;-1;-1
1;154;-106.13111256591945;292.96412485326977;0;0;-1;-1;-1
1;155;-105.13650121929288;292.86017161627376;0;0;-1;-1;-1
1;156;-104.14166110534492;292.7583914684471;0;0;-1;-1;-1
1;157;-103.14662168954702;292.658613413531;0;0;-1;-1;-1
1;158;-102.15141116547802;292.5606645289983;0;0;-1;-1;-1
1;159;-101.15604984864531;292.4643599610609;0;0;-1;-1;-1
1;160;-100.160555042058;292.3695102935321;0;0;-1;-1;-1
1;161;-99.1649440426646;292.27592610104637;0;0;-1;-1;-1
1;162;-98.16923414741365;292.1834179582385;0;0;-1;-1;-1
1;163;-97.17344265325362;292.091796439743;0;0;-1;-1;-1
1;164;-96.17758685713306;292.0008721201944;0;0;-1;-1;-1
1;165;-95.1816840054115;291.91045616189865;0;0;-1;-1;-1
1;166;-94.18575031331854;291.82037170536876;0;0;-1;-1;-1
1;167;-93.18980103355835;291.7304530723751;0;0;-1;-1;-1
1;168;-92.19385138198743;291.64053501273247;0;0;-1;-1;-1
1;169;-91.19791657446228;291.5504522762557;0;0;-1;-1;-1
1;170;-90.2020118268394;291.46003961275954;0;0;-1;-1;-1
1;171;-89.20615235497523;291.3691317720588;0;0;-1;-1;-1
1;172;-88.21035326795813;291.27756471068216;0;0;-1;-1;-1
1;173;-87.2146239201039;291.18523942668736;0;0;-1;-1;-1
1;174;-86.21896510144937;291.09215371323506;0;0;-1;-1;-1
1;175;-85.2233769053703;290.99831323728097;0;0;-1;-1;-1
1;176;-84.22785942524243;290.903723665781;0;0;-1;-1;-1
1;177;-83.23241275444155;290.80839066569104;0;0;-1;-1;-1
1;178;-82.23703698636267;290.71231990372576;0;0;-1;-1;-1
1;179;-81.24173228779406;290.6155161276933;0;0;-1;-1;-1
1;180;-80.24649906489391;290.517981088416;0;0;-1;-1;-1
1;181;-79.25133777254005;290.4197159267297;0;0;-1;-1;-1
1;182;-78.25624886561043;290.3207217834703;0;0;-1;-1;-1
1;183;-77.26123279898296;290.2209997994737;0;0;-1;-1;-1
1;184;-76.26629002753549;290.12055111557584;0;0;-1;-1;-1
1;185;-75.2714207453662;290.01937928078297;0;0;-1;-1;-1
1;186;-74.27662219742179;289.91751507803997;0;0;-1;-1;-1
1;187;-73.2818897643864;289.8150065058242;0;0;-1;-1;-1
1;188;-72.2872187975543;289.7119018340137;0;0;-1;-1;-1
1;189;-71.2926046482198;289.6082493324862;0;0;-1;-1;-1
1;190;-70.29804272314773;289.5040967171275;0;0;-1;-1;-1
1;191;-69.30353030764483;289.3994729425687;0;0;-1;-1;-1
1;192;-68.30906697772106;289.29438408587686;0;0;-1;-1;-1
1;193;-67.31465244830714;289.1888348366965;0;0;-1;-1;-1
1;194;-66.32028643433388;289.0828298846725;0;0;-1;-1;-1
1;195;-65.32596865073207;288.9763739194493;0;0;-1;-1;-1
1;196;-64.33169881243246;288.8694716306718;0;0;-1;-1;-1
1;197;-63.33747660737475;288.7621279447389;0;0;-1;-1;-1
1;198;-62.34330074436798;288.6543563765437;0;0;-1;-1;-1
1;199;-61.349168699453045;288.5461812542695;0;0;-1;-1;-1
1;200;-60.35507787010686;288.43762759522735;0;0;-1;-1;-1
1;201;-59.361025653806365;288.3287204167279;0;0;-1;-1;-1
1;202;-58.3670094480285;288.2194847360821;0;0;-1;-1;-1
1;203;-57.373026650250196;288.1099455706009;0;0;-1;-1;-1
1;204;-56.379074661094045;288.0001278982202;0;0;-1;-1;-1
1;205;-55.38515103927683;287.89005471797157;0;0;-1;-1;-1
1;206;-54.391253572397915;287.77974616390696;0;0;-1;-1;-1
