laneInd;pointInd;x;y;z;isStopLine;arrayJunctionId;arrayTrafficLight;arrayTrafficSign
1;0;-133.91649266014102;43.65949364740128;0;0;-1;-1;-1
1;1;-133.00178296949326;43.255255095486945;0;0;-1;-1;-1
1;2;-132.08753393523784;42.85000213298681;0;0;-1;-1;-1
1;3;-131.1742062137671;42.44272034931506;0;0;-1;-1;-1
1;4;-130.2622604614734;42.032395333885894;0;0;-1;-1;-1
1;5;-129.35215733474905;41.6180126761135;0;0;-1;-1;-1
1;6;-128.44435748998637;41.19855796541207;0;0;-1;-1;-1
1;7;-127.53932158357775;40.77301679119581;0;0;-1;-1;-1
1;8;-126.6375229975082;40.34038123283445;0;0;-1;-1;-1
1;9;-125.73954872295805;39.899701309524005;0;0;-1;-1;-1
1;10;-124.84604547795519;39.450057500698826;0;0;-1;-1;-1
1;11;-123.95766051205466;38.99053055686804;0;0;-1;-1;-1
1;12;-123.07504107481148;38.52020122854079;0;0;-1;-1;-1
1;13;-122.19883441578062;38.03815026622622;0;0;-1;-1;-1
1;14;-121.3296019605804;37.54361758445801;0;0;-1;-1;-1
1;15;-120.46734243565942;37.03688664654937;0;0;-1;-1;-1
1;16;-119.6118278860336;36.51866130586422;0;0;-1;-1;-1
1;17;-118.76282973322172;35.989646572067656;0;0;-1;-1;-1
1;18;-117.92011939874253;35.450547454824736;0;0;-1;-1;-1
1;19;-117.08346830411482;34.90206896380053;0;0;-1;-1;-1
1;20;-116.252647839142;34.34491608370788;0;0;-1;-1;-1
1;21;-115.4273965280323;33.77976794207327;0;0;-1;-1;-1
1;22;-114.60735791183258;33.20722893790266;0;0;-1;-1;-1
1;23;-113.79215847328496;32.62789004948773;0;0;-1;-1;-1
1;24;-112.98142469513162;32.04234225512011;0;0;-1;-1;-1
1;25;-112.17478306011473;31.45117653309148;0;0;-1;-1;-1
1;26;-111.37186005097642;30.854983861693494;0;0;-1;-1;-1
1;27;-110.57228194576335;30.254355079062833;0;0;-1;-1;-1
1;28;-109.77565726736263;29.649868866382477;0;0;-1;-1;-1
1;29;-108.98156330102407;29.042082516432096;0;0;-1;-1;-1
1;30;-108.18957415796578;28.43155114873264;0;0;-1;-1;-1
1;31;-107.39926394940592;27.818829882805055;0;0;-1;-1;-1
1;32;-106.61020678656264;27.204473838170273;0;0;-1;-1;-1
1;33;-105.82197678065408;26.58903813434925;0;0;-1;-1;-1
1;34;-105.03414804531748;25.973077897169567;0;0;-1;-1;-1
1;35;-104.24629489084556;25.357148765149773;0;0;-1;-1;-1
1;36;-103.45799196636281;24.741807260159764;0;0;-1;-1;-1
1;37;-102.6688139545139;24.127609991458407;0;0;-1;-1;-1
1;38;-101.87833553794356;23.515113568304546;0;0;-1;-1;-1
1;39;-101.08613139929645;22.904874599957047;0;0;-1;-1;-1
1;40;-100.29177622121725;22.297449695674764;0;0;-1;-1;-1
1;41;-99.49484826784698;21.69339113912512;0;0;-1;-1;-1
1;42;-98.69509957732393;21.093041336524013;0;0;-1;-1;-1
1;43;-97.8925302314747;20.49644311660177;0;0;-1;-1;-1
1;44;-97.0871593397167;19.903616327307166;0;0;-1;-1;-1
1;45;-96.27900601146742;19.31458081658897;0;0;-1;-1;-1
1;46;-95.46808935614428;18.729356432395942;0;0;-1;-1;-1
1;47;-94.65442205178627;18.14797060670629;0;0;-1;-1;-1
1;48;-93.83798947313265;17.570482968177394;0;0;-1;-1;-1
1;49;-93.0187697507566;16.996961687954016;0;0;-1;-1;-1
1;50;-92.19674101517792;16.427474937243804;0;0;-1;-1;-1
1;51;-91.37188139691638;15.862090887254395;0;0;-1;-1;-1
1;52;-90.54417089795659;15.300875845269537;0;0;-1;-1;-1
1;53;-89.71360781954455;14.743877893046609;0;0;-1;-1;-1
1;54;-88.88020081113666;14.191134805829623;0;0;-1;-1;-1
1;55;-88.04395863958722;13.64268424193778;0;0;-1;-1;-1
1;56;-87.20489007175051;13.09856385969028;0;0;-1;-1;-1
1;57;-86.36300387448081;12.558811317406327;0;0;-1;-1;-1
1;58;-85.51830881180244;12.023464278493048;0;0;-1;-1;-1
1;59;-84.67081058427601;11.49256591410617;0;0;-1;-1;-1
1;60;-83.82050599370734;10.966175394319311;0;0;-1;-1;-1
1;61;-82.96739023518423;10.444354777896658;0;0;-1;-1;-1
1;62;-82.1114585037945;9.927166123602388;0;0;-1;-1;-1
1;63;-81.25270599462591;9.414671490200693;0;0;-1;-1;-1
1;64;-80.3911279027663;8.906932936455755;0;0;-1;-1;-1
1;65;-79.52671947130237;8.404012674393728;0;0;-1;-1;-1
1;66;-78.65947785593524;7.905979023079744;0;0;-1;-1;-1
1;67;-77.78940272425413;7.41290832211817;0;0;-1;-1;-1
1;68;-76.91649391450017;6.92487745601007;0;0;-1;-1;-1
1;69;-76.04075126491445;6.441963309256507;0;0;-1;-1;-1
1;70;-75.16217461373802;5.964242766358544;0;0;-1;-1;-1
1;71;-74.28076379921198;5.491792711817246;0;0;-1;-1;-1
1;72;-73.39652464527676;5.024677566421211;0;0;-1;-1;-1
1;73;-72.50954111782616;4.562799040006763;0;0;-1;-1;-1
1;74;-71.61995198268622;4.10594473534264;0;0;-1;-1;-1
1;75;-70.7278971379316;3.653899897574695;0;0;-1;-1;-1
1;76;-69.83351648163705;3.206449771848781;0;0;-1;-1;-1
1;77;-68.93694991187719;2.763379603310753;0;0;-1;-1;-1
1;78;-68.03833732672675;2.3244746371064644;0;0;-1;-1;-1
1;79;-67.13781626773675;1.8895237454108094;0;0;-1;-1;-1
1;80;-66.23547969906065;1.4583844114285978;0;0;-1;-1;-1
1;81;-65.33138077670769;1.0309753888272994;0;0;-1;-1;-1
1;82;-64.4255712578444;0.6072175842946943;0;0;-1;-1;-1
1;83;-63.51810289963725;0.18703190451856153;0;0;-1;-1;-1
1;84;-62.609027459252744;-0.22966074381331897;0;0;-1;-1;-1
1;85;-61.69839669385737;-0.6429394540131682;0;0;-1;-1;-1
1;86;-60.78626236296896;-1.0528834166782186;0;0;-1;-1;-1
1;87;-59.87267635200027;-1.4595770312527774;0;0;-1;-1;-1
1;88;-58.95769073323753;-1.8631124289866727;0;0;-1;-1;-1
1;89;-58.04135759411359;-2.2635823678152796;0;0;-1;-1;-1
1;90;-57.12372902206132;-2.6610796056739745;0;0;-1;-1;-1
1;91;-56.204857104513565;-3.0556969004981305;0;0;-1;-1;-1
1;92;-55.28479392890319;-3.4475270102231255;0;0;-1;-1;-1
1;93;-54.36359157350695;-3.836662692159286;0;0;-1;-1;-1
1;94;-53.441299907066515;-4.2231965527818724;0;0;-1;-1;-1
1;95;-52.51796372971488;-4.607220852554919;0;0;-1;-1;-1
1;96;-51.593627133721576;-4.988827803619791;0;0;-1;-1;-1
1;97;-50.66833421135611;-5.368109618117853;0;0;-1;-1;-1
1;98;-49.74212905488803;-5.7451585081904675;0;0;-1;-1;-1
1;99;-48.81505575658686;-6.120066685979001;0;0;-1;-1;-1
1;100;-47.88715831572385;-6.492926231191143;0;0;-1;-1;-1
1;101;-46.95847682775826;-6.863823664331389;0;0;-1;-1;-1
1;102;-46.02904614344014;-7.232838037203478;0;0;-1;-1;-1
1;103;-45.09890074499121;-7.600047876810275;0;0;-1;-1;-1
1;104;-44.168075114633204;-7.965531710154644;0;0;-1;-1;-1
1;105;-43.236603734587824;-8.32936806423945;0;0;-1;-1;-1
1;106;-42.3045210870768;-8.691635466067558;0;0;-1;-1;-1
1;107;-41.371861650563815;-9.052412435151341;0;0;-1;-1;-1
1;108;-40.43865701736145;-9.411771738318425;0;0;-1;-1;-1
1;109;-39.50493074446367;-9.7697701263764;0;0;-1;-1;-1
1;110;-38.570705001577316;-10.126461584988151;0;0;-1;-1;-1
1;111;-37.63600195840925;-10.481900099816569;0;0;-1;-1;-1
1;112;-36.70084378466631;-10.836139656524544;0;0;-1;-1;-1
1;113;-35.765252650055324;-11.189234240774967;0;0;-1;-1;-1
1;114;-34.829250724283135;-11.541237838230643;0;0;-1;-1;-1
1;115;-33.892859028141466;-11.892201873099273;0;0;-1;-1;-1
1;116;-32.956094029805136;-12.242167619731081;0;0;-1;-1;-1
1;117;-32.018971069954894;-12.591173838778394;0;0;-1;-1;-1
1;118;-31.08150548927153;-12.939259290893544;0;0;-1;-1;-1
1;119;-30.143712628435793;-13.286462736728854;0;0;-1;-1;-1
1;120;-29.20560782812845;-13.632822936936655;0;0;-1;-1;-1
1;121;-28.267206429030274;-13.978378652169278;0;0;-1;-1;-1
1;122;-27.32852377182203;-14.323168643079045;0;0;-1;-1;-1
1;123;-26.389575221715234;-14.667231765941997;0;0;-1;-1;-1
1;124;-25.45037711687544;-15.010610669721775;0;0;-1;-1;-1
1;125;-24.510947070662496;-15.353352974237108;0;0;-1;-1;-1
1;126;-23.571302782805123;-15.695506635982614;0;0;-1;-1;-1
1;127;-22.631461953032034;-16.037119611452916;0;0;-1;-1;-1
1;128;-21.69144228107195;-16.378239857142635;0;0;-1;-1;-1
1;129;-20.751261493294987;-16.71891546962774;0;0;-1;-1;-1
1;130;-19.810937522009397;-17.059195628313713;0;0;-1;-1;-1
1;131;-18.87048839548615;-17.39913001718124;0;0;-1;-1;-1
1;132;-17.929932142533104;-17.738768323033927;0;0;-1;-1;-1
1;133;-16.98928679195811;-18.078160232675373;0;0;-1;-1;-1
1;134;-16.04857037256903;-18.417355432909186;0;0;-1;-1;-1
1;135;-15.107800913173714;-18.756403610538968;0;0;-1;-1;-1
1;136;-14.166996442580015;-19.095354452368323;0;0;-1;-1;-1
1;137;-13.226174748698122;-19.434257042056327;0;0;-1;-1;-1
1;138;-12.285352461250254;-19.773157563463343;0;0;-1;-1;-1
1;139;-11.344545862320805;-20.11210133005588;0;0;-1;-1;-1
1;140;-10.40377123392749;-20.451133655133486;0;0;-1;-1;-1
1;141;-9.463044858088027;-20.790299851995723;0;0;-1;-1;-1
1;142;-8.522382290110686;-21.12964318987521;0;0;-1;-1;-1
1;143;-7.581792530802763;-21.469188501697147;0;0;-1;-1;-1
1;144;-6.6412811063123565;-21.808950846967626;0;0;-1;-1;-1
1;145;-5.700853510956048;-22.148945195657987;0;0;-1;-1;-1
1;146;-4.760515239050411;-22.48918651773955;0;0;-1;-1;-1
1;147;-3.8202717849120265;-22.829689783183635;0;0;-1;-1;-1
1;148;-2.8801280756231;-23.17046838159587;0;0;-1;-1;-1
1;149;-1.9400863007668496;-23.51152807566475;0;0;-1;-1;-1
1;150;-1.0001478251843425;-23.852872330273346;0;0;-1;-1;-1
1;151;-0.06031401354911931;-24.19450460983799;0;0;-1;-1;-1
1;152;0.8794137694652805;-24.536428378775007;0;0;-1;-1;-1
1;153;1.8190343757117364;-24.878646509535525;0;0;-1;-1;-1
1;154;2.758550359256809;-25.221151753026653;0;0;-1;-1;-1
1;155;3.697967380810035;-25.563928366852224;0;0;-1;-1;-1
1;156;4.6372911973434485;-25.906960345442418;0;0;-1;-1;-1
1;157;5.5765275658290845;-26.2502316832274;0;0;-1;-1;-1
1;158;6.515682244631419;-26.593726377378324;0;0;-1;-1;-1
1;159;7.45476101418331;-26.937428468506774;0;0;-1;-1;-1
1;160;8.393769672559602;-27.281322031951667;0;0;-1;-1;-1
1;161;9.332714018328373;-27.62539114402285;0;0;-1;-1;-1
1;162;10.27159984926005;-27.969619883900613;0;0;-1;-1;-1
1;163;11.210432927517587;-28.313992458902476;0;0;-1;-1;-1
1;164;12.149218966157099;-28.658493253062073;0;0;-1;-1;-1
1;165;13.087963674649423;-29.003106663315066;0;0;-1;-1;-1
1;166;14.026672762465394;-29.347817086597104;0;0;-1;-1;-1
1;167;14.9653519226674;-29.692608970203025;0;0;-1;-1;-1
1;168;15.904006725114142;-30.03746713955219;0;0;-1;-1;-1
1;169;16.842642683677695;-30.3823765918926;0;0;-1;-1;-1
1;170;17.781265311949202;-30.727322325334466;0;0;-1;-1;-1
1;171;18.71988012351979;-31.072289337987986;0;0;-1;-1;-1
1;172;19.658492631980604;-31.41726262796337;0;0;-1;-1;-1
1;173;20.597108350922777;-31.762227193370826;0;0;-1;-1;-1
1;174;21.535732627876772;-32.107168481535176;0;0;-1;-1;-1
1;175;22.474370133026195;-32.452073772088056;0;0;-1;-1;-1
1;176;23.413025363877505;-32.79693081177401;0;0;-1;-1;-1
1;177;24.351702817937127;-33.14172734733775;0;0;-1;-1;-1
1;178;25.290406992711485;-33.48645112552397;0;0;-1;-1;-1
1;179;26.229142385707007;-33.83108989307735;0;0;-1;-1;-1
1;180;27.167913494430106;-34.17563139674258;0;0;-1;-1;-1
1;181;28.106724759011364;-34.52006353703429;0;0;-1;-1;-1
1;182;29.04557954841247;-34.864377085249174;0;0;-1;-1;-1
1;183;29.984480282607272;-35.20856535601524;0;0;-1;-1;-1
1;184;30.923429348742378;-35.552621751939014;0;0;-1;-1;-1
1;185;31.862429133964387;-35.896539675627004;0;0;-1;-1;-1
1;186;32.801482025419915;-36.24031252968573;0;0;-1;-1;-1
