laneInd;pointInd;x;y;z;isStopLine;arrayJunctionId;arrayTrafficLight;arrayTrafficSign
1;0;-138.7942671;44.8497582038;0;0;-1;-1;-1
1;1;-140.486030109;42.6293192535;0;0;-1;-1;-1
1;2;-143.1648059775;40.1102739063;0;0;-1;-1;-1
1;3;-148.797815;36.183433;0;0;-1;-1;-1
1;4;-154.663030188;31.7415688119;0;0;-1;-1;-1
1;5;-160.4114238776;27.7018263999;0;0;-1;-1;-1
1;6;-166.2575777238;23.3941340922;0;0;-1;-1;-1
1;7;-173.9498854161;18.0095187076;0;0;19;-1;-1
1;8;-177.7960392622;15.3172110153;0;0;-1;-1;-1
1;9;-182.9498854161;11.624903323;0;0;-1;-1;-1
1;10;-188.6421931084;7.7018263999;0;0;-1;-1;-1
1;11;-194.4114238776;3.624903323;0;0;-1;-1;-1
1;12;-201.026808493;-0.9904812924;0;0;-1;-1;-1
1;13;-207.0498854161;-5.0981736001;0;0;-1;-1;-1
1;14;-213.026808493;-9.2981736001;0;0;-1;-1;-1
1;15;-218.5652700315;-13.1443274462;0;0;-1;-1;-1
1;16;-224.5652700315;-17.2212505232;0;0;-1;-1;-1
1;17;-231.1498854161;-21.5981736001;0;0;-1;-1;-1
1;18;-236.8377192878;-25.1860384629;0;0;20;-1;-1
1;19;-242.490801;-28.919332;0;0;-1;-1;-1
1;20;-246.588137614;-31.5646959308;0;0;-1;-1;-1
1;21;-249.369436;-33.53199;0;0;-1;-1;-1
1;22;-251.373878;-36.460437;0;0;-1;-1;-1
1;23;-252.289078;-40.194822;0;0;-1;-1;-1
1;24;-252.107852;-42.953;0;0;-1;-1;-1
1;25;-251.3745650308;-46.6732152161;0;0;-1;-1;-1
1;26;-250.186231289;-50.5037183498;0;0;-1;-1;-1
1;27;-249.296853;-54.074462;0;0;-1;-1;-1
1;28;-249.0632313941;-58.7119043377;0;0;21;-1;-1
1;29;-249.1224029917;-62.7355729767;0;0;-1;-1;-1
1;30;-249.5957757728;-68.0610167637;0;0;-1;-1;-1
1;31;-250.234393;-75.108939;0;0;-1;-1;-1
1;32;-251.059441;-82.193989;0;0;-1;-1;-1
1;33;-251.459046;-89.291527;0;0;-1;-1;-1
1;34;-251.203667;-96.428655;0;0;-1;-1;-1
1;35;-250.096603;-103.429448;0;0;-1;-1;-1
1;36;-247.777078;-110.197046;0;0;-1;-1;-1
1;37;-246.259611;-112.939554;0;0;-1;-1;-1
1;38;-245.1683648962;-114.3883153028;0;0;1;1,2;-1
1;39;-237.480164;-124.251623;0;0;-1;-1;-1
1;40;-232.703573;-129.504194;0;0;-1;-1;-1
1;41;-227.748562;-134.725445;0;0;-1;-1;-1
1;42;-222.548977;-139.821568;0;0;-1;-1;-1
1;43;-217.41491;-143.330473;0;0;-1;-1;-1
1;44;-211.010826;-146.340037;0;0;-1;-1;-1
1;45;-204.228384;-148.751427;0;0;-1;-1;-1
1;46;-197.313276;-150.432205;0;0;-1;-1;-1
1;47;-190.224148;-151.347877;0;0;-1;-1;-1
1;48;-181.8198451602;-151.8804674324;0;0;22;-1;-1
1;49;-176.0946634208;-152.4006659413;0;0;-1;-1;-1
1;50;-170.3254326516;-153.2468197874;0;0;-1;-1;-1
1;51;-167.2485095746;-154.3237428643;0;0;-1;-1;-1
1;52;-165.314095868;-155.983844226;0;0;-1;-1;-1
1;53;-163.9941140746;-158.1231250635;0;0;-1;-1;-1
1;54;-163.4479147119;-160.4444723553;0;0;-1;-1;-1
1;55;-163.6754977797;-164.3133845082;0;0;-1;-1;-1
1;56;-163.86389419;-167.4006659413;0;0;-1;-1;-1
1;57;-164.0946634208;-171.4775890182;0;0;-1;-1;-1
1;58;-164.4174812493;-174.8714477766;0;0;-1;-1;-1
1;59;-164.716028782;-179.087047406;0;0;-1;-1;-1
1;60;-165.158668188;-186.229894;0;0;-1;-1;-1
1;61;-165.659471;-193.285586;0;0;-1;-1;-1
1;62;-166.070740188;-200.285559812;0;0;-1;-1;-1
1;63;-166.533082188;-207.462998812;0;0;-1;-1;-1
1;64;-167.037958;-214.694167;0;0;-1;-1;-1
